도로롱,https://palworld.fandom.com/wiki/Lamball
까부냥,https://palworld.fandom.com/wiki/Cattiva
꼬꼬닭,https://palworld.fandom.com/wiki/Chikipi
큐룰리스,https://palworld.fandom.com/wiki/Lifmunk
파이호,https://palworld.fandom.com/wiki/Foxparks
청부리,https://palworld.fandom.com/wiki/Fuack
번개냥,https://palworld.fandom.com/wiki/Sparkit
몽지,https://palworld.fandom.com/wiki/Tanzee
불꽃밤비,https://palworld.fandom.com/wiki/Rooby
펭키,https://palworld.fandom.com/wiki/Pengullet
펭킹,https://palworld.fandom.com/wiki/Penking
찌릿도치,https://palworld.fandom.com/wiki/Jolthog
코치도치,https://palworld.fandom.com/wiki/Jolthog_Cryst
초롱이,https://palworld.fandom.com/wiki/Gumoss
초롱이 (Special),https://palworld.fandom.com/wiki/Gumoss
미호,https://palworld.fandom.com/wiki/Vixy
아테노울,https://palworld.fandom.com/wiki/Hoocrates
차코리,https://palworld.fandom.com/wiki/Teafant
뚱코알라,https://palworld.fandom.com/wiki/Depresso
밀피,https://palworld.fandom.com/wiki/Cremis
몽마둥이,https://palworld.fandom.com/wiki/Daedream
돌진돼지,https://palworld.fandom.com/wiki/Rushoar
루나티,https://palworld.fandom.com/wiki/Nox
두더비,https://palworld.fandom.com/wiki/Fuddler
고스문,https://palworld.fandom.com/wiki/Killamari
냐옹테트,https://palworld.fandom.com/wiki/Mau
칠테트?,https://palworld.fandom.com/wiki/Mau_Cryst
루미카이트,https://palworld.fandom.com/wiki/Celaray
다크울프?,https://palworld.fandom.com/wiki/Direhowl
알록새?,https://palworld.fandom.com/wiki/Tocotoco
토푸리?,https://palworld.fandom.com/wiki/Flopie
밀카우?,https://palworld.fandom.com/wiki/Mozzarina
가시공주?,https://palworld.fandom.com/wiki/Bristla
샤키드?,https://palworld.fandom.com/wiki/Gobfin
샤맨더?,https://palworld.fandom.com/wiki/Gobfin_Ignis
건다리,https://palworld.fandom.com/wiki/Hangyu
유령건다리?,https://palworld.fandom.com/wiki/Hangyu_Cryst
초판다?,https://palworld.fandom.com/wiki/Mossanda
썬더판다,https://palworld.fandom.com/wiki/Mossanda_Lux
캔디쉽,https://palworld.fandom.com/wiki/Woolipop
베리고트?,https://palworld.fandom.com/wiki/Caprity
멜파카,https://palworld.fandom.com/wiki/Melpaca
신령사슴?,https://palworld.fandom.com/wiki/Eikthyrdeer
산령사슴?,https://palworld.fandom.com/wiki/Eikthyrdeer_Terra
나이트윙?,https://palworld.fandom.com/wiki/Nitewing
핑토,https://palworld.fandom.com/wiki/Ribbuny
헬고트?,https://palworld.fandom.com/wiki/Incineram
아비스고트,https://palworld.fandom.com/wiki/Incineram_Noct
귀요비?,https://palworld.fandom.com/wiki/Cinnamoth
불페르노?,https://palworld.fandom.com/wiki/Arsox
도도롱?,https://palworld.fandom.com/wiki/Dumud
마스크로우?,https://palworld.fandom.com/wiki/Cawgnito
도마맨?,https://palworld.fandom.com/wiki/Leezpunk
칠리자드,https://palworld.fandom.com/wiki/Leezpunk_Ignis
달서니?,https://palworld.fandom.com/wiki/Loupmoon
질풍수리?,https://palworld.fandom.com/wiki/Galeclaw
로빈몽?,https://palworld.fandom.com/wiki/Robinquill
산도로?,https://palworld.fandom.com/wiki/Robinquill_Terra
고릴레이지?,https://palworld.fandom.com/wiki/Gorirat
비나이트?,https://palworld.fandom.com/wiki/Beegarde
퀸비나,https://palworld.fandom.com/wiki/Elizabee
소름냥이?,https://palworld.fandom.com/wiki/Grintale
모프링?,https://palworld.fandom.com/wiki/Swee
모프킹?,https://palworld.fandom.com/wiki/Sweepa
베비뇽,https://palworld.fandom.com/wiki/Chillet
썬더콘?,https://palworld.fandom.com/wiki/Univolt
빙호?,https://palworld.fandom.com/wiki/Foxcicle
파이린?,https://palworld.fandom.com/wiki/Pyrin
사라블랙?,https://palworld.fandom.com/wiki/Pyrin_Noct
얼음 사슴,https://palworld.fandom.com/wiki/Reindrix
썬도그?,https://palworld.fandom.com/wiki/Rayhound
불이리?,https://palworld.fandom.com/wiki/Kitsun
썬더 키드,https://palworld.fandom.com/wiki/Dazzi
루나리스?,https://palworld.fandom.com/wiki/Lunaris
플로라디노?,https://palworld.fandom.com/wiki/Dinossom
찌르르디노?,https://palworld.fandom.com/wiki/Dinossom_Lux
씨무기?,https://palworld.fandom.com/wiki/Surfent
스너펜트?,https://palworld.fandom.com/wiki/Surfent_Terra
고스호스?,https://palworld.fandom.com/wiki/Maraith
드릴북이,https://palworld.fandom.com/wiki/Digtoise
냥뱃?,https://palworld.fandom.com/wiki/Tombat
핑크뇽,https://palworld.fandom.com/wiki/Lovander
라비?,https://palworld.fandom.com/wiki/Flambelle
버드래곤?,https://palworld.fandom.com/wiki/Vanwyrm
시로카바네,https://palworld.fandom.com/wiki/Vanwyrm_Cryst
불무사?,https://palworld.fandom.com/wiki/Bushi
라이버드?,https://palworld.fandom.com/wiki/Beakon
적토조,https://palworld.fandom.com/wiki/Ragnahawk
캐티메이지?,https://palworld.fandom.com/wiki/Katress
마호?,https://palworld.fandom.com/wiki/Wixen
초토리,https://palworld.fandom.com/wiki/Verdash
비오레타?,https://palworld.fandom.com/wiki/Vaelet
실키누?,https://palworld.fandom.com/wiki/Sibelyx
실피아,https://palworld.fandom.com/wiki/Elphidran
실티아,https://palworld.fandom.com/wiki/Elphidran_Aqua
켈시?,https://palworld.fandom.com/wiki/Kelpsea
마그피스,https://palworld.fandom.com/wiki/Kelpsea_Ignis
아주리비?,https://palworld.fandom.com/wiki/Azurobe
백랑이?,https://palworld.fandom.com/wiki/Cryolinx
만티파이어?,https://palworld.fandom.com/wiki/Blazehowl
시니에노?,https://palworld.fandom.com/wiki/Blazehowl_Noct
헤로롱?,https://palworld.fandom.com/wiki/Relaxaurus
핑피롱?,https://palworld.fandom.com/wiki/Relaxaurus_Lux
라브라돈,https://palworld.fandom.com/wiki/Broncherry
스프라돈?,https://palworld.fandom.com/wiki/Broncherry_Aqua
플로리나?,https://palworld.fandom.com/wiki/Petallia
볼카노?,https://palworld.fandom.com/wiki/Reptyro
프로스카노,https://palworld.fandom.com/wiki/Ice_Reptyro
킹파카?,https://palworld.fandom.com/wiki/Kingpaca
블루파카?,https://palworld.fandom.com/wiki/Ice_Kingpaca
그린모스?,https://palworld.fandom.com/wiki/Mammorest
블리자모스,https://palworld.fandom.com/wiki/Mammorest_Cryst
움포,https://palworld.fandom.com/wiki/Wumpo
트로피티?,https://palworld.fandom.com/wiki/Wumpo_Botan
장수벌레?,https://palworld.fandom.com/wiki/Warsect
윈드디어,https://palworld.fandom.com/wiki/Fenglope
블러드캐티?,https://palworld.fandom.com/wiki/Felbat
페스키?,https://palworld.fandom.com/wiki/Quivern
마그마 카이저?,https://palworld.fandom.com/wiki/Blazamut
헬가루다,https://palworld.fandom.com/wiki/Helzephyr
라바드래곤,https://palworld.fandom.com/wiki/Astegon
데스 스팅,https://palworld.fandom.com/wiki/Menasting
아누비스?,https://palworld.fandom.com/wiki/Anubis
레비드라?,https://palworld.fandom.com/wiki/Jormuntide
아그니드라?,https://palworld.fandom.com/wiki/Jormuntide_Ignis
주작?,https://palworld.fandom.com/wiki/Suzaku
시바?,https://palworld.fandom.com/wiki/Suzaku_Aqua
일렉판다,https://palworld.fandom.com/wiki/Grizzbolt
릴린?,https://palworld.fandom.com/wiki/Lyleen
루나퀸,https://palworld.fandom.com/wiki/Lyleen_Noct
호루스?,https://palworld.fandom.com/wiki/Faleris
전룡맨?,https://palworld.fandom.com/wiki/Orserk
제노그리프?,https://palworld.fandom.com/wiki/Shadowbeak
팔라디우스?,https://palworld.fandom.com/wiki/Paladius
켄타나이트?,https://palworld.fandom.com/wiki/Necromus
빙천마?,https://palworld.fandom.com/wiki/Frostallion
그레이섀도우,https://palworld.fandom.com/wiki/Frostallion_Noct
제트래곤,https://palworld.fandom.com/wiki/Jetragon
